ID,jobb_etter_6mnd,utdanning,sykdom_siste_aar,arbsoker_siste_aar,forerkort,arbeid_siste_2mnd,alder,fylke,yrke,kjonn
5426,Ja,VGS ikke fullf,Nei,Ja,Nei,Ja,20,Vestfold,Høgskoleyrker,Kvinne
5469,Ja,,Nei,Nei,Nei,Ja,44,Vestfold,Håndverkere,Mann
5521,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,34,Vestfold,"Salg, service og omsorg",Mann
5542,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,42,Vestfold,Akademiske yrker,Mann
5557,Nei,Grunnskole,Nei,Nei,Ja,Nei,38,Vestfold,Annet,Kvinne
5562,Ja,VGS fullf,Nei,Nei,Nei,Ja,40,Vestfold,Akademiske yrker,Kvinne
5605,Nei,VGS fullf,Ja,Nei,Ja,Nei,48,Vestfold,"Salg, service og omsorg",Kvinne
5669,Ja,VGS ikke fullf,Ja,Nei,Nei,Ja,34,Vestfold,Annet,Mann
5681,Nei,Grunnskole,Nei,Nei,Nei,Ja,46,Vestfold,"Salg, service og omsorg",Mann
5698,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,39,Vestfold,Akademiske yrker,Mann
5778,Nei,VGS fullf,Nei,Nei,Nei,Nei,55,Vestfold,"Salg, service og omsorg",Mann
5789,Ja,VGS fullf,Nei,Nei,Ja,Ja,27,Vestfold,"Salg, service og omsorg",Mann
5793,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,32,Vestfold,Annet,Kvinne
5796,Ja,Høyere utd 4 år+,Nei,Ja,Ja,Ja,37,Vestfold,"Bønder, fiskere, mv",Kvinne
5843,Nei,Høyere utd u4 år,Nei,Nei,Nei,Nei,27,Vestfold,Renholdere og hjelpepleiere,Kvinne
5872,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,41,Vestfold,"Salg, service og omsorg",Kvinne
5908,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,44,Vestfold,Maskin og transportarbeidere,Mann
5931,Nei,VGS ikke fullf,Ja,Ja,Ja,Ja,39,Vestfold,Ledere,Kvinne
5950,Nei,,Nei,Nei,Nei,Nei,59,Vestfold,"Bønder, fiskere, mv",Mann
5975,Nei,VGS fullf,Nei,Nei,Nei,Nei,20,Vestfold,Renholdere og hjelpepleiere,Mann
5981,Ja,,Ja,Nei,Nei,Nei,20,Vestfold,Annet,Kvinne
6023,Nei,Grunnskole,Ja,Nei,Nei,Nei,53,Vestfold,"Salg, service og omsorg",Kvinne
6025,Ja,,Nei,Nei,Nei,Ja,40,Vestfold,"Salg, service og omsorg",Kvinne
6031,Ja,VGS fullf,Ja,Nei,Nei,Ja,32,Vestfold,Høgskoleyrker,Kvinne
6039,Nei,VGS fullf,Nei,Nei,Ja,Nei,35,Vestfold,Annet,Mann
6051,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,39,Vestfold,Maskin og transportarbeidere,Kvinne
6068,Nei,Grunnskole,Ja,Ja,Nei,Ja,46,Vestfold,"Salg, service og omsorg",Mann
6077,Ja,,Nei,Nei,Nei,Ja,27,Vestfold,"Salg, service og omsorg",Mann
6092,Ja,VGS fullf,Ja,Nei,Ja,Ja,34,Vestfold,"Salg, service og omsorg",Kvinne
6158,Ja,VGS fullf,Nei,Nei,Ja,Ja,28,Vestfold,Håndverkere,Kvinne
6219,Ja,VGS fullf,Nei,Nei,Nei,Ja,27,Vestfold,Annet,Mann
6249,Nei,VGS fullf,Nei,Nei,Nei,Nei,49,Vestfold,Høgskoleyrker,Kvinne
6252,Ja,,Nei,Nei,Ja,Ja,33,Vestfold,Maskin og transportarbeidere,Kvinne
6279,Ja,VGS ikke fullf,Nei,Ja,Nei,Ja,29,Vestfold,Håndverkere,Mann
6291,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,38,Vestfold,"Salg, service og omsorg",Kvinne
6298,Nei,,Nei,Ja,Nei,Nei,55,Vestfold,Ledere,Kvinne
6308,Nei,Høyere utd u4 år,Ja,Ja,Ja,Nei,23,Vestfold,Maskin og transportarbeidere,Mann
6309,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,50,Vestfold,"Salg, service og omsorg",Mann
6315,Nei,Høyere utd u4 år,Ja,Nei,Ja,Ja,43,Vestfold,"Salg, service og omsorg",Mann
6325,Nei,Grunnskole,Nei,Ja,Nei,Ja,52,Vestfold,"Salg, service og omsorg",Mann
6339,Nei,Grunnskole,Nei,Nei,Nei,Nei,40,Vestfold,Høgskoleyrker,Kvinne
6349,Ja,VGS fullf,Nei,Nei,Ja,Ja,37,Vestfold,Håndverkere,Mann
6373,Ja,VGS ikke fullf,Ja,Nei,Nei,Ja,28,Vestfold,Kontoryrker,Mann
6394,Nei,VGS ikke fullf,Nei,Ja,Ja,Nei,24,Vestfold,"Salg, service og omsorg",Mann
6429,Ja,Grunnskole,Ja,Nei,Ja,Nei,22,Vestfold,Annet,Mann
6441,Nei,VGS fullf,Nei,Nei,Ja,Ja,47,Vestfold,Akademiske yrker,Kvinne
6450,Nei,,Nei,Nei,Nei,Nei,31,Vestfold,Høgskoleyrker,Kvinne
6455,Nei,Grunnskole,Nei,Nei,Nei,Nei,37,Vestfold,Kontoryrker,Kvinne
6479,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,37,Vestfold,"Salg, service og omsorg",Mann
6499,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,26,Vestfold,Maskin og transportarbeidere,Mann
6514,Nei,Høyere utd 4 år+,Ja,Ja,Nei,Nei,47,Vestfold,Akademiske yrker,Mann
6526,Nei,,Nei,Nei,Nei,Nei,55,Vestfold,Håndverkere,Kvinne
6538,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,36,Vestfold,Akademiske yrker,Kvinne
6550,Nei,Grunnskole,Nei,Ja,Nei,Nei,59,Vestfold,Håndverkere,Mann
6569,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,25,Vestfold,Høgskoleyrker,Mann
6582,Nei,,Nei,Ja,Nei,Nei,34,Vestfold,Høgskoleyrker,Mann
6587,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,30,Vestfold,Maskin og transportarbeidere,Kvinne
6631,Nei,,Ja,Nei,Ja,Nei,36,Vestfold,Akademiske yrker,Mann
6639,Ja,VGS fullf,Nei,Nei,Ja,Ja,34,Vestfold,Håndverkere,Kvinne
6652,Nei,,Nei,Nei,Nei,Ja,35,Vestfold,"Salg, service og omsorg",Kvinne
6653,Nei,Grunnskole,Nei,Nei,Ja,Nei,19,Vestfold,Renholdere og hjelpepleiere,Mann
6658,Nei,Grunnskole,Nei,Nei,Nei,Nei,38,Vestfold,Maskin og transportarbeidere,Mann
6679,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,37,Vestfold,Renholdere og hjelpepleiere,Mann
6687,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,38,Vestfold,Ledere,Mann
6701,Nei,VGS fullf,Nei,Nei,Nei,Nei,45,Vestfold,Maskin og transportarbeidere,Mann
6745,Nei,VGS fullf,Nei,Nei,Nei,Ja,31,Vestfold,Renholdere og hjelpepleiere,Mann
6761,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,49,Vestfold,Akademiske yrker,Kvinne
6774,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,40,Vestfold,Annet,Kvinne
6786,Nei,VGS ikke fullf,Nei,Ja,Ja,Ja,31,Vestfold,"Salg, service og omsorg",Kvinne
6792,Nei,VGS fullf,Nei,Ja,Nei,Nei,24,Vestfold,Renholdere og hjelpepleiere,Mann
6808,Nei,VGS ikke fullf,Nei,Ja,Nei,Ja,44,Vestfold,Håndverkere,Mann
6835,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,44,Vestfold,"Salg, service og omsorg",Mann
6865,Ja,Høyere utd u4 år,Nei,Ja,Ja,Nei,27,Vestfold,Kontoryrker,Kvinne
6870,Nei,Høyere utd u4 år,Nei,Nei,Nei,Nei,26,Vestfold,"Salg, service og omsorg",Mann
6883,Nei,Høyere utd u4 år,Ja,Ja,Nei,Nei,50,Vestfold,"Salg, service og omsorg",Mann
6923,Nei,VGS fullf,Nei,Nei,Nei,Nei,31,Vestfold,Renholdere og hjelpepleiere,Mann
6941,Ja,VGS ikke fullf,Ja,Ja,Nei,Ja,32,Vestfold,Høgskoleyrker,Kvinne
6955,Nei,VGS fullf,Nei,Ja,Nei,Nei,35,Vestfold,"Salg, service og omsorg",Mann
6985,Nei,Høyere utd u4 år,Nei,Ja,Nei,Ja,40,Vestfold,Håndverkere,Kvinne
7009,Nei,VGS fullf,Nei,Nei,Nei,Ja,58,Vestfold,Maskin og transportarbeidere,Kvinne
7025,Nei,VGS fullf,Nei,Nei,Nei,Nei,43,Vestfold,Høgskoleyrker,Mann
7055,Nei,VGS fullf,Nei,Nei,Nei,Nei,47,Vestfold,Renholdere og hjelpepleiere,Mann
7138,Nei,Høyere utd 4 år+,Nei,Ja,Nei,Nei,48,Vestfold,"Salg, service og omsorg",Kvinne
7143,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,37,Vestfold,Håndverkere,Mann
7165,Nei,Høyere utd u4 år,Nei,Nei,Nei,Nei,32,Vestfold,Renholdere og hjelpepleiere,Mann
7189,Ja,Grunnskole,Nei,Ja,Nei,Ja,34,Vestfold,Akademiske yrker,Mann
7197,Nei,,Nei,Nei,Nei,Ja,59,Vestfold,Kontoryrker,Mann
7198,Nei,VGS fullf,Nei,Nei,Nei,Nei,34,Vestfold,"Salg, service og omsorg",Mann
7211,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,41,Vestfold,Kontoryrker,Mann
7232,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,35,Vestfold,"Salg, service og omsorg",Kvinne
7236,Nei,VGS fullf,Nei,Nei,Nei,Nei,40,Vestfold,Akademiske yrker,Mann
7248,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,32,Vestfold,Maskin og transportarbeidere,Mann
7252,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,31,Vestfold,Renholdere og hjelpepleiere,Mann
7278,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,31,Vestfold,"Salg, service og omsorg",Mann
7299,Nei,VGS fullf,Ja,Nei,Nei,Nei,42,Vestfold,Akademiske yrker,Mann
7332,Ja,VGS ikke fullf,Nei,Nei,Nei,Nei,28,Vestfold,Håndverkere,Mann
7365,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,31,Vestfold,Annet,Mann
7373,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,40,Vestfold,"Bønder, fiskere, mv",Kvinne
7395,Nei,VGS fullf,Nei,Nei,Nei,Nei,26,Vestfold,Kontoryrker,Kvinne
7405,Nei,Høyere utd 4 år+,Ja,Nei,Nei,Ja,36,Vestfold,Ledere,Mann
7407,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,31,Vestfold,Akademiske yrker,Kvinne
7451,Nei,VGS fullf,Nei,Ja,Nei,Nei,45,Vestfold,Akademiske yrker,Kvinne
7468,Ja,VGS ikke fullf,Ja,Ja,Ja,Nei,28,Vestfold,Renholdere og hjelpepleiere,Kvinne
7502,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,28,Vestfold,Høgskoleyrker,Kvinne
7523,Nei,VGS fullf,Nei,Ja,Nei,Nei,21,Vestfold,"Salg, service og omsorg",Mann
7532,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,33,Vestfold,Maskin og transportarbeidere,Mann
7552,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,29,Vestfold,Annet,Mann
7553,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,38,Vestfold,Håndverkere,Kvinne
7577,Nei,VGS fullf,Nei,Nei,Nei,Nei,39,Vestfold,Ledere,Kvinne
7593,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,37,Vestfold,"Salg, service og omsorg",Kvinne
7599,Nei,VGS fullf,Nei,Nei,Nei,Nei,30,Vestfold,Høgskoleyrker,Kvinne
7620,Nei,Grunnskole,Nei,Nei,Nei,Nei,45,Vestfold,"Salg, service og omsorg",Mann
7621,Nei,,Nei,Ja,Nei,Nei,43,Vestfold,Akademiske yrker,Mann
7666,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,48,Vestfold,Akademiske yrker,Mann
7684,Nei,,Nei,Nei,Nei,Nei,45,Vestfold,"Salg, service og omsorg",Kvinne
7702,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,31,Vestfold,Annet,Mann
7710,Nei,Høyere utd u4 år,Ja,Ja,Nei,Nei,27,Vestfold,Akademiske yrker,Mann
7721,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,32,Vestfold,Maskin og transportarbeidere,Kvinne
7748,Nei,VGS fullf,Nei,Nei,Nei,Nei,48,Vestfold,Høgskoleyrker,Kvinne
7821,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,48,Vestfold,Akademiske yrker,Mann
7837,Ja,VGS ikke fullf,Ja,Nei,Nei,Nei,35,Vestfold,Høgskoleyrker,Kvinne
7845,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,35,Vestfold,Akademiske yrker,Kvinne
7850,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,29,Vestfold,"Salg, service og omsorg",Mann
7852,Ja,Høyere utd 4 år+,Nei,Nei,Nei,Nei,31,Vestfold,Håndverkere,Mann
7880,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,45,Vestfold,Akademiske yrker,Kvinne
7881,Ja,VGS fullf,Nei,Nei,Nei,Ja,30,Vestfold,Håndverkere,Kvinne
7882,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,36,Vestfold,Høgskoleyrker,Mann
7905,Ja,,Nei,Nei,Ja,Nei,34,Vestfold,"Bønder, fiskere, mv",Mann
7907,Ja,,Nei,Nei,Ja,Ja,38,Vestfold,"Bønder, fiskere, mv",Mann
7919,Nei,VGS fullf,Nei,Nei,Nei,Nei,53,Vestfold,Akademiske yrker,Kvinne
7950,Nei,Høyere utd u4 år,Nei,Nei,Nei,Ja,42,Vestfold,Akademiske yrker,Mann
7954,Nei,VGS fullf,Nei,Nei,Nei,Nei,23,Vestfold,Høgskoleyrker,Kvinne
7963,Nei,VGS fullf,Nei,Ja,Nei,Nei,41,Vestfold,Håndverkere,Mann
7975,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,31,Vestfold,Håndverkere,Mann
8004,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,45,Vestfold,Akademiske yrker,Mann
8009,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,48,Vestfold,Renholdere og hjelpepleiere,Mann
8031,Nei,,Nei,Ja,Nei,Nei,60,Vestfold,Annet,Kvinne
8052,Nei,VGS fullf,Nei,Nei,Nei,Nei,50,Vestfold,"Salg, service og omsorg",Kvinne
8062,Nei,Høyere utd 4 år+,Nei,Nei,Nei,Nei,32,Vestfold,Ledere,Mann
8063,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,23,Vestfold,Akademiske yrker,Mann
8064,Nei,VGS fullf,Ja,Nei,Nei,Nei,47,Vestfold,Annet,Kvinne
8065,Nei,VGS fullf,Ja,Nei,Nei,Nei,29,Vestfold,Høgskoleyrker,Kvinne
8081,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,36,Vestfold,"Salg, service og omsorg",Mann
8082,Nei,VGS fullf,Nei,Nei,Nei,Ja,38,Vestfold,"Salg, service og omsorg",Kvinne
8095,Nei,Høyere utd u4 år,Nei,Ja,Nei,Ja,34,Vestfold,Kontoryrker,Kvinne
8099,Ja,,Ja,Nei,Nei,Nei,35,Vestfold,Renholdere og hjelpepleiere,Kvinne
8118,Nei,,Ja,Nei,Nei,Nei,29,Vestfold,Høgskoleyrker,Kvinne
8120,Nei,,Ja,Ja,Nei,Nei,42,Vestfold,"Salg, service og omsorg",Mann
8131,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,50,Vestfold,"Salg, service og omsorg",Mann
8168,Nei,,Nei,Nei,Nei,Ja,48,Vestfold,Akademiske yrker,Mann
8173,Ja,VGS fullf,Ja,Nei,Nei,Ja,28,Vestfold,Akademiske yrker,Mann
8186,Nei,,Nei,Nei,Nei,Nei,42,Vestfold,Annet,Kvinne
8187,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,34,Vestfold,Ledere,Mann
8203,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,30,Vestfold,"Bønder, fiskere, mv",Kvinne
8208,Nei,,Nei,Nei,Nei,Ja,20,Vestfold,"Bønder, fiskere, mv",Mann
8223,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,38,Vestfold,"Bønder, fiskere, mv",Mann
8229,Nei,VGS fullf,Nei,Nei,Nei,Ja,35,Vestfold,Renholdere og hjelpepleiere,Mann
8249,Nei,VGS ikke fullf,Ja,Ja,Nei,Nei,43,Vestfold,"Salg, service og omsorg",Mann
8337,Nei,VGS fullf,Ja,Nei,Nei,Nei,27,Vestfold,Håndverkere,Mann
8371,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,55,Vestfold,"Salg, service og omsorg",Kvinne
8383,Ja,VGS fullf,Nei,Nei,Nei,Ja,31,Vestfold,Maskin og transportarbeidere,Kvinne
8442,Ja,VGS fullf,Nei,Ja,Nei,Ja,37,Vestfold,Håndverkere,Mann
8450,Nei,Grunnskole,Nei,Ja,Nei,Ja,41,Vestfold,Renholdere og hjelpepleiere,Mann
8465,Nei,VGS fullf,Ja,Nei,Nei,Nei,34,Vestfold,Renholdere og hjelpepleiere,Mann
8487,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,56,Vestfold,Annet,Mann
8516,Nei,Grunnskole,Nei,Nei,Nei,Nei,46,Vestfold,"Salg, service og omsorg",Mann
8549,Nei,VGS fullf,Nei,Nei,Nei,Nei,45,Vestfold,"Salg, service og omsorg",Mann
8633,Ja,VGS fullf,Nei,Nei,Nei,Ja,40,Vestfold,"Salg, service og omsorg",Mann
8646,Nei,Grunnskole,Ja,Nei,Nei,Nei,30,Vestfold,Ledere,Mann
8670,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,33,Vestfold,Renholdere og hjelpepleiere,Mann
8675,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,35,Vestfold,Høgskoleyrker,Mann
8701,Nei,VGS ikke fullf,Ja,Ja,Nei,Nei,32,Vestfold,Annet,Mann
8706,Nei,VGS fullf,Nei,Nei,Nei,Nei,36,Vestfold,Renholdere og hjelpepleiere,Mann
8711,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,47,Vestfold,Maskin og transportarbeidere,Mann
8727,Nei,,Ja,Nei,Ja,Ja,45,Vestfold,Høgskoleyrker,Kvinne
8777,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,21,Vestfold,"Bønder, fiskere, mv",Mann
8783,Nei,Grunnskole,Ja,Nei,Nei,Ja,35,Vestfold,Kontoryrker,Kvinne
8799,Nei,VGS fullf,Nei,Ja,Nei,Nei,34,Vestfold,"Salg, service og omsorg",Mann
8806,Nei,Høyere utd 4 år+,Nei,Nei,Ja,Nei,38,Vestfold,Høgskoleyrker,Mann
81,Ja,VGS fullf,Nei,Nei,Nei,Ja,24,Vest-Agder,Høgskoleyrker,Mann
92,Ja,VGS fullf,Nei,Nei,Ja,Nei,43,Vest-Agder,Maskin og transportarbeidere,Mann
131,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,28,Vest-Agder,"Salg, service og omsorg",Mann
186,Ja,VGS ikke fullf,Nei,Ja,Ja,Nei,31,Vest-Agder,Maskin og transportarbeidere,Kvinne
199,Nei,VGS fullf,Ja,Ja,Ja,Nei,29,Vest-Agder,Kontoryrker,Kvinne
208,Nei,VGS ikke fullf,Nei,Ja,Nei,Ja,35,Vest-Agder,Kontoryrker,Mann
243,Ja,VGS fullf,Nei,Ja,Ja,Nei,52,Vest-Agder,"Salg, service og omsorg",Kvinne
252,Nei,,Ja,Ja,Nei,Nei,30,Vest-Agder,"Salg, service og omsorg",Mann
253,Ja,VGS fullf,Nei,Nei,Nei,Nei,51,Vest-Agder,Kontoryrker,Mann
285,Nei,VGS ikke fullf,Ja,Ja,Nei,Nei,49,Vest-Agder,Høgskoleyrker,Kvinne
295,Nei,VGS ikke fullf,Ja,Ja,Nei,Nei,45,Vest-Agder,Akademiske yrker,Mann
297,Nei,Grunnskole,Ja,Ja,Nei,Nei,29,Vest-Agder,"Bønder, fiskere, mv",Kvinne
336,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,29,Vest-Agder,Kontoryrker,Kvinne
385,Ja,VGS fullf,Nei,Nei,Ja,Ja,35,Vest-Agder,Akademiske yrker,Mann
427,Nei,Grunnskole,Ja,Nei,Ja,Nei,49,Vest-Agder,Håndverkere,Mann
437,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,27,Vest-Agder,Akademiske yrker,Kvinne
461,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,24,Vest-Agder,Håndverkere,Kvinne
468,Nei,VGS fullf,Nei,Ja,Nei,Nei,39,Vest-Agder,Kontoryrker,M
476,Nei,Grunnskole,Ja,Nei,Nei,Nei,40,Vest-Agder,"Salg, service og omsorg",M
516,Ja,Høyere utd 4 år+,Ja,Nei,Ja,Nei,25,Vest-Agder,Akademiske yrker,Mann
524,Nei,Grunnskole,Ja,Nei,Nei,Nei,35,Vest-Agder,Håndverkere,Kvinne
551,Nei,,Ja,Nei,Ja,Ja,41,Vest-Agder,Akademiske yrker,Mann
557,Nei,,Ja,Nei,Ja,Nei,38,Vest-Agder,Maskin og transportarbeidere,Kvinne
584,Nei,Grunnskole,Nei,Ja,Ja,Nei,34,Vest-Agder,Maskin og transportarbeidere,Mann
594,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,49,Vest-Agder,Håndverkere,Mann
601,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,38,Vest-Agder,Akademiske yrker,Kvinne
656,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,29,Vest-Agder,Håndverkere,Kvinne
666,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,28,Vest-Agder,Håndverkere,Kvinne
672,Nei,VGS fullf,Nei,Ja,Nei,Nei,28,Vest-Agder,Annet,Mann
689,Nei,,Ja,Nei,Nei,Nei,32,Vest-Agder,Kontoryrker,Kvinne
702,Ja,Grunnskole,Ja,Nei,Ja,Ja,42,Vest-Agder,Høgskoleyrker,Kvinne
767,Nei,,Ja,Nei,Nei,Nei,38,Vest-Agder,"Salg, service og omsorg",Mann
806,Nei,VGS fullf,Ja,Ja,Nei,Nei,28,Vest-Agder,Annet,Kvinne
871,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,21,Vest-Agder,Høgskoleyrker,Mann
886,Nei,,Ja,Nei,Ja,Nei,34,Vest-Agder,"Salg, service og omsorg",Mann
927,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Nei,43,Vest-Agder,Akademiske yrker,Mann
942,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,29,Vest-Agder,Akademiske yrker,Mann
1032,Nei,VGS fullf,Ja,Nei,Nei,Nei,33,Vest-Agder,Akademiske yrker,Kvinne
1120,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,33,Vest-Agder,Høgskoleyrker,Kvinne
1143,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,45,Vest-Agder,Håndverkere,Kvinne
1165,Nei,Høyere utd 4 år+,Ja,Nei,Ja,Nei,29,Vest-Agder,Annet,Kvinne
1212,Ja,Grunnskole,Ja,Nei,Ja,Ja,42,Vest-Agder,Håndverkere,Mann
1220,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,39,Vest-Agder,Renholdere og hjelpepleiere,Kvinne
1251,Nei,VGS fullf,Nei,Ja,Ja,Nei,38,Vest-Agder,"Bønder, fiskere, mv",Kvinne
1254,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,48,Vest-Agder,Maskin og transportarbeidere,Kvinne
1321,Nei,Høyere utd 4 år+,Ja,Nei,Nei,Nei,36,Vest-Agder,Høgskoleyrker,Mann
1344,Nei,Grunnskole,Ja,Nei,Nei,Nei,32,Vest-Agder,"Salg, service og omsorg",Mann
1363,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,36,Vest-Agder,Akademiske yrker,Kvinne
1367,Nei,VGS fullf,Ja,Nei,Ja,Ja,55,Vest-Agder,Renholdere og hjelpepleiere,Kvinne
1406,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Nei,28,Vest-Agder,Akademiske yrker,Mann
1416,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,34,Vest-Agder,"Salg, service og omsorg",Mann
1439,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,34,Vest-Agder,Akademiske yrker,Mann
1476,Ja,VGS ikke fullf,Ja,Nei,Ja,Nei,40,Vest-Agder,Akademiske yrker,Mann
1491,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,45,Vest-Agder,Høgskoleyrker,Mann
1565,Nei,Høyere utd u4 år,Ja,Nei,Ja,Nei,35,Vest-Agder,Maskin og transportarbeidere,Mann
1602,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,26,Vest-Agder,Kontoryrker,Mann
1643,Nei,VGS fullf,Ja,Nei,Nei,Nei,46,Vest-Agder,Renholdere og hjelpepleiere,Kvinne
1660,Nei,VGS fullf,Ja,Ja,Nei,Ja,33,Vest-Agder,"Salg, service og omsorg",Mann
1661,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,35,Vest-Agder,Høgskoleyrker,Mann
1793,Ja,VGS fullf,Ja,Nei,Ja,Nei,49,Vest-Agder,Annet,Kvinne
1821,Ja,VGS fullf,Nei,Nei,Ja,Ja,36,Vest-Agder,Akademiske yrker,Kvinne
1843,Nei,VGS fullf,Nei,Ja,Nei,Ja,31,Vest-Agder,Høgskoleyrker,Kvinne
1866,Nei,VGS fullf,Ja,Nei,Nei,Nei,30,Vest-Agder,Renholdere og hjelpepleiere,Kvinne
1938,Ja,VGS fullf,Nei,Nei,Ja,Nei,37,Vest-Agder,Ledere,Mann
1947,Ja,,Ja,Ja,Ja,Ja,42,Vest-Agder,Maskin og transportarbeidere,Mann
1950,Ja,,Nei,Nei,Ja,Nei,60,Vest-Agder,Kontoryrker,Mann
1972,Nei,Grunnskole,Nei,Nei,Nei,Nei,30,Vest-Agder,Annet,Kvinne
2000,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,31,Vest-Agder,Håndverkere,Mann
2074,Ja,VGS fullf,Ja,Nei,Ja,Ja,41,Vest-Agder,Håndverkere,Kvinne
2088,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,26,Vest-Agder,Akademiske yrker,Kvinne
2094,Nei,VGS fullf,Ja,Ja,Nei,Nei,42,Vest-Agder,Maskin og transportarbeidere,Kvinne
2114,Ja,VGS fullf,Ja,Nei,Ja,Nei,38,Vest-Agder,"Salg, service og omsorg",Mann
2129,Ja,VGS fullf,Nei,Ja,Ja,Ja,27,Vest-Agder,Akademiske yrker,Kvinne
2155,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,25,Vest-Agder,Håndverkere,Mann
2168,Nei,VGS ikke fullf,Nei,Ja,Ja,Nei,29,Vest-Agder,Høgskoleyrker,Mann
2185,Nei,VGS fullf,Nei,Nei,Ja,Nei,29,Vest-Agder,Ledere,Kvinne
2187,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,33,Vest-Agder,Håndverkere,Mann
2205,Nei,Grunnskole,Nei,Nei,Nei,Nei,45,Vest-Agder,Håndverkere,Mann
